,date,user,tweet,mentioned
521275,2009-06-12 04:22:06,_vnl,FTW! RT @dubfrequency: thank utah jazz for letting derek fisher go... #Lakers #NBA,['dubfrequency']
522929,2009-06-12 04:23:44,attweetbot,"austinrfnd: If all #lakers games are this exciting, I must watch more of them. ",[]
523738,2009-06-12 04:24:31,valdad,"great game tonight, lakers did a good job in the second half and overtime. Go #Lakers",[]
523797,2009-06-12 04:24:39,koreymuy,"great game tonight, lakers did a good job in the second half and overtime. Go #Lakers ",[]
523987,2009-06-12 04:24:58,y_nizan,Go #Lakers! #Magic scored only once during OT and looked like they couldn't score another one even if they had 5 more minutes.,[]
526042,2009-06-12 04:26:52,stupeur,@MyrnaTheMinx We got it :) remember what i told you :) go #Lakers,['myrnatheminx']
526751,2009-06-12 04:27:49,englishfire,RT @WhoIsOmie: #lakers #lakers #lakers #lakers #lakers #lakers #lakers #lakers,['whoisomie']
529149,2009-06-12 04:29:52,nba_lakers,NBA Lakers : LA Lakers 99 Orlando 91 (FINAL - OT)  #lakers #nba,[]
531005,2009-06-12 04:32:00,abc7,"RT @abc7 #Lakers beat Magic 99-91 in Orlando in OT. Lakers lead NBA Finals 3-1. Game 5 in Orlando Sunday, 6/14, 5 p.m. on ABC7",['abc7']
531565,2009-06-12 04:32:21,erickbrockway,RT @NBA_Lakers NBA Lakers : LA Lakers 99 Orlando 91 (FINAL - OT)  #lakers #nba,['nba_lakers']
532759,2009-06-12 04:34:04,rtdsports,Derek Fisher's late 3-pointers propel Lakers to 3-1 series lead in NBA Finals against Orlando CW #NBA #lakers #magic,[]
533764,2009-06-12 04:35:22,bibs4drips,what a game! go #Lakers!! RT @eddyizm: go lakers derek fisher #clutch #losangeles word.,['eddyizm']
534155,2009-06-12 04:36:06,mangopopstar,@mochipopstar has some serious #lakers superstitions - they worked! south park is gonna be bananas once again!,['mochipopstar']
534169,2009-06-12 04:36:07,yklee13,RT @NBAplayers: Trevor Ariza (@Lakers) is @tariza #NBA players #Lakers - To anyone that miss it. #golakers,"['nbaplayers', 'lakers', 'tariza']"
535543,2009-06-12 04:38:16,jimmybramlett,"#lakers win!!! My post.  Lakers Defeat Magic 99-91 (OT), Lead Series 3-1 @laist",['laist']
536680,2009-06-12 04:39:33,ohbribri,"That just makes u a 2X loser lol jk! RT @ininehemiahikpe: @OhBriBri I have no tears, I'm a #Hawks fan I don't care if #Lakers or #Magic ...","['ininehemiahikpe', 'ohbribri']"
536816,2009-06-12 04:39:39,2sf,"Watching the refs hand game 4 to Orlando. And hoping the #lakers can play through it, mentally. Go lakers!! #fb",[]
540107,2009-06-12 04:43:34,lakeshowonline,#lakers Fisher saves Lakers in Game 4 (AP): Kobe Bryant is one win from an NBA title to call his own. Der.. ,[]
542990,2009-06-12 04:46:45,erickbrockway,One to go #lakers ,[]
543355,2009-06-12 04:47:08,jasonvega,Very happy the Lakers found a way to pull out a win. #Lakers,[]
544328,2009-06-12 04:48:16,lexy315,RT @davidhoang Tell the world that Game 6 will NOT be necessary! #LAKERS,['davidhoang']
545299,2009-06-12 04:49:17,johnraser, - The #NBA #Finals at Amway Arena #Magic #Lakers,[]
545966,2009-06-12 04:50:14,healthyh2oh,"RT @AlanCayce Im guessing Lakers throw game 5, so they can win game 6 in LA. #lakers #magic #playoffs #NBA #lakers",['alancayce']
547862,2009-06-12 04:52:29,ahambone,RT @jagdesign: RT @davidhoang Kobe elbowed Jameer Nelson in the mouth...think he will keep that damn mouthpiece in now? #LAKERS HA HA HA HA,"['jagdesign', 'davidhoang']"
548073,2009-06-12 04:52:53,healthyh2oh,RT @johnraser  - The #NBA #Finals at Amway Arena #Magic #Lakers <-- AWESOME!!! Thanks for sharing. #lakers,['johnraser']
549170,2009-06-12 04:54:04,gladec,#lakers getting no credit for win. Make no mistake #magic made big time mistakes but the lakers capitalized by making big shots to win game,[]
549231,2009-06-12 04:54:10,sparksjesse,@derekfisher Derek Fisher's got game! Too bad we won't see Pietrus in Game 5!!! Go #Lakers!!,['derekfisher']
550172,2009-06-12 04:55:26,bruinrob11,"Bitter personified RT @tomturnbull: The thing about Kobe, he's never been able to win it all without Fisher :) #Lakers #Footnote",['tomturnbull']
551843,2009-06-12 04:57:11,paulttran,"RT @Lotay: D-Fish was awesome in this NBA Finals overtime game wasn't he?! #Lakers <= More than that, he was VERY NECESSARY!",['lotay']
556271,2009-06-12 05:02:39,nicholechambers,Lakers fans are trying to push over cars in East LA. So stupid! #lakers,[]
556960,2009-06-12 05:03:35,mdelacalzada,RT @RaoulFOX5  - at nba finals games 1 & 2! LET'S GO LAKERS! ONE MORE WIN! (#Lakers Baby!),['raoulfox5']
558598,2009-06-12 05:05:43,uberbabyboomer,"RT@MDelaCalzada #LAKERS! (Yes, Lakers all the way and thank you Derek!)",[]
560148,2009-06-12 05:07:16,kimkissme,"To repeat history, Dwight Howard then bolts from Orlando after next season and signs with the #Lakers. ",[]
563484,2009-06-12 05:12:07,lakandiwa,"RT @tschan: Love that ""D-Fish"" ""DFish"" and ""D Fish"" are all trending topics on Twitter. #lakers #dfish #nba #nbafinals #twackle",['tschan']
564464,2009-06-12 05:13:11,mdelacalzada, - A #Lakers Win at Tower23 #sandiego,[]
564610,2009-06-12 05:13:23,executive321,RT @Lotay: D-Fish was awesome in this NBA Finals overtime game wasn't he?! #Lakers ll Amazing he was.,['lotay']
565814,2009-06-12 05:15:27,jacobdexter,GOOD NIGHT EVERYBODY! wasn't it a great night indeed?! #lakers win!,[]
566054,2009-06-12 05:15:37,littlelulu94,Lakers Hold Off Magic Thanks to Missed Call  #lakers #nba (via @NBA_Lakers) That was so a foul! I know right!,['nba_lakers']
566493,2009-06-12 05:16:02,ohbribri,Ohh ya!!! Go #Lakers!!! : p RT @djkoast: @OhBriBri *hi five* great night!!,"['djkoast', 'ohbribri']"
570052,2009-06-12 05:21:05,lakers_news,"InsideSoCal- #Lakers FINAL: Lakers 99, Orlando 91 (OT): FOURTH QUARTER What else but another.. ",[]
571975,2009-06-12 05:24:05,sportsquota,"RT @orlandosports: If #Magic fans r blaming refs,u need 2 rethink your disgust.#Magic shot 17 free throws in the 4th #Lakers shot ZERO",['orlandosports']
572976,2009-06-12 05:25:46,nicholas_tweets,Heartbreaking #magic #lakers,[]
574683,2009-06-12 05:28:46,sidelinepass,RT @sportsquota @orlandosports: If #Magic fans blaming refs need 2 rethink disgust. #Magic shot 17 free throws in 4th #Lakers shot ZERO,"['sportsquota', 'orlandosports']"
579534,2009-06-12 05:33:48,purpleandgold,The shot:  #dfish #d-fish #lakers,[]
581231,2009-06-12 05:35:52,chrisdenari,What was Jameer Nelson thinking in not guarding 3-point line? Great move by #Lakers to play full court...#Magic double team dead wrong!,[]
608483,2009-06-12 06:11:03,lakersoffire,"With an elbow to the chops and a dagger to the heart, the #Lakers are now one win away from that elusive championship ",[]
612243,2009-06-12 06:16:41,supapimp,Free throw line = #magic kryptonite! #nba finals #lakers RT @one9: Derek Fisher = Kryptonite,['one9']
616642,2009-06-12 06:23:04,thelakersnation,#lakers TLN’s Finals Report: Lakers @ Magic [Game 4]: Back from the dead! Just when it looked as if the M.. ,['']
618317,2009-06-12 06:25:45,airjordantwo3,It is rare to have both the #NBAFinals and #StanleyCupFinals be so entertaining in the same year. #Lakers/#Magic #Pens/#RedWings #fb,[]
622310,2009-06-12 06:31:44,rasalsul,"@AroundTheHorn RT ""2 or 3 topics"" @BillPlaschke nails a 6 point play with his pick last night. Think he has #lakers in 5. We aren't worthy!","['aroundthehorn', 'billplaschke']"
630513,2009-06-12 06:42:18,lamase,#NBA Derek Fisher's Biggest Night! Van Gundy is wrong. Experience is the difference in the #Lakers #Magic series. ,[]
637603,2009-06-12 06:53:35,ashubert,"#Lakers outlast Magic in OT, snare 3-1 lead in NBA Finals  (USA Today)",[]
645090,2009-06-12 07:05:14,wikiglobal,And #Lakers win! ,[]
649623,2009-06-12 07:12:28,lakers_news,"LA Times - #Lakers Trevor Ariza comes on strong for Lakers: After a scoreless first half, he l.. ",[]
649849,2009-06-12 07:12:39,lakers_news,"LA Times - #Lakers Giving Derek Fisher his space: Bad idea: No, no, no! ",[]
649985,2009-06-12 07:12:45,lakers_news,LA Times - #Lakers Derek Fisher cements status in Lakers lore with nothing but class: After hi.. ,[]
650131,2009-06-12 07:12:52,lakers_news,LA Times - #Lakers Phil Jackson does nothing very well: Does the Lakers coach really do nothin.. ,[]
650790,2009-06-12 07:14:06,lakers_news,LakersNation #Lakers TLN’s Finals Report: Lakers @ Magic [Game 4]: Back from the dead! Just .. ,['']
650877,2009-06-12 07:14:09,lakers_news,"LakersNation #Lakers Video: Finals Game 4 recap, Fisher shot, and interview: Highlights and .. ",[]
651217,2009-06-12 07:14:26,lakers_news,"Daily News - #Lakers Go Fish: Lakers guard sinks 3s, Magic to give L.A. commanding lead: ORL.. ",[]
651813,2009-06-12 07:15:35,jennylaplace,"Daily News - #Lakers Go Fish: Lakers guard sinks 3s, Magic to give L.A. commanding lead: ORL..  ",[]
654554,2009-06-12 07:20:02,kornopalox,Goo #lakers RT @thezhavian: LAKERS ALL THE WAYYY ,['thezhavian']
655455,2009-06-12 07:21:30,anonymous_pm,4 of the top trending topics a the moment involve the lakers...yes SIRRRRR! #lakers #1ToGo !!!!,[]
659669,2009-06-12 07:28:21,ahopton70,RT @ArashMarkazi My grades for the Lakers and Magic in Game 4 of the NBA Finals  #Lakers #nba,['arashmarkazi']
668360,2009-06-12 07:41:39,lakeshowonline,"#lakers Van Gundy: 'That one will haunt me forever' (Yahoo! Sports): Stan Van Gundy, like most everyone e.. ",[]
685170,2009-06-12 08:13:04,allencoleman,#Lakers are getting it done! #Magic fans need to start embracing reality.,[]
687077,2009-06-12 08:15:56,jackgh,#lakers yeah Fish hit a big 3 to send it to OT but don't forget Kobe's foul on Howard to stop the easy 2. Usually Dwight would still dunk it,[]
716516,2009-06-12 09:04:40,patriki,RT @NBA game 4 recap here:  - Finals game 4: Lakers 99 Magic 91. (LA leads series 3-1) Go Kobe! #nba #lakers #kobe #fb,['nba']
729331,2009-06-12 09:25:23,hollywood_trey,RT @lakers_news: Daily #News - #Lakers SHELBURNE: @Lakers guard Fisher goes from over-the-hill veteran to legend... ,"['lakers_news', 'lakers']"
734853,2009-06-12 09:35:14,jew4palestine,"RT @Jinjirrie: Max Blumenthal: Israelis to Obama - ""Save Us From Ourselves!""  #israel #palestine #dti #zionist #p2 #lakers",['jinjirrie']
766189,2009-06-12 10:26:33,danjonblack,What's all this hubbub about? oh #LAKERS thas riight! Way to go #DerekFisher and gotta love #Kobe it's time for the shake and bake!,[]
770869,2009-06-12 10:34:21,nba_lakers,Lakers-Magic: Fisher's Threes Put LA on the Doorstep  #lakers #nba,[]
776259,2009-06-12 10:42:13,sander224,"RT @orlandosports If #Magic fans are blaming refs, rethink your disgust. #Magic shot 17 free throws in the 4th quarter .. #Lakers shot ZERO",['orlandosports']
859943,2009-06-12 12:43:38,mrgetitdone100,#LAKERS 3 DOWN AND 1 TO GO!!! LAKERS ARE F-A-N-T-A-S-T-I-C!!!!,[]
873913,2009-06-12 13:01:05,mg_trends,Eye-Opener: Only question left is '09 #Lakers or '08 Celts? .. ,[]
878315,2009-06-12 13:06:37,lubes51,Review of the last couple minutes and OT of lastnights game  #Lakers #Magic,[]
900912,2009-06-12 13:32:39,styleosophy,RT @brooksbayne: say what u will about kobe off the court but on the court that guy is amazing. #lakers,['brooksbayne']
903856,2009-06-12 13:36:14,geenagingerr,#Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw #Lakers ftw,[]
931843,2009-06-12 14:06:06,mtmsports,Orlando Magic 2009 NBA E Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
937366,2009-06-12 14:12:13,elrincongozoso,Derek Fisher justificó su titularidad con Lakers  #NBAFinals #Lakers,[]
946113,2009-06-12 14:20:49,markhass,"The presence of fans, even on the home court, hurts a team's performance. Exhibit A: #Lakers-Magic game Thursday night. ",[]
966716,2009-06-12 14:42:53,donnadeau,Okay Laker fans. Lakers is mighty strange name for an L.A. team. Not a lake in sight. What is the origin of this name? #Lakers #nba,[]
980426,2009-06-12 14:56:21,flaptor,"Near the end of last night's game, 5% of all tweets mentioned the Lakers:  #nba #lakers",[]
1020089,2009-06-12 15:36:23,faithumc,"RT @rtkmusic: #Lakers Sasha Vujacic visited a Torrance school after Game 2 win:  // congratulations, Linda!",['rtkmusic']
1024076,2009-06-12 15:40:33,mtmsports,Lakers 2009 NBA Western Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
1044155,2009-06-12 16:02:27,betonlinedotcom,#NBA Finals odds Will desperation will fuel Orlando #Magic victory against the LA #Lakers? Read our thoughts here - ,[]
1054183,2009-06-12 16:16:02,mtmsports,Orlando Magic 09 East Champion Celebration 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
1069823,2009-06-12 16:34:26,ohbribri,RT @lakers_news: LA Times - #Lakers Trevor Ariza puts himself back into spotlight for Lakers: His performance i.. ,['lakers_news']
1074769,2009-06-12 16:39:50,veitsgroup,Find out why we're a global leader in delivering #ERP solutions and #IT consulting services  #TGIF #iPhone #Lakers,[]
1077645,2009-06-12 16:43:38,ohbribri,"NOT a FAGIC fan at all Go #Lakers!! RT @dogwear: @OhBriBri oh boy another tragic fan, they are done well done love ya","['dogwear', 'ohbribri']"
1082702,2009-06-12 16:48:34,steveospeak,"#Lakers pull it out in overtime, now only need one more win. My guess Orlando takes Game 5, but the Lakers win it in Game 6.",[]
1117629,2009-06-12 17:28:57,aceman808,RT @Lotay: Derek Fisher cements status in #Lakers lore with nothing but class ...Too bad a Kobe elbow set the stage for such class :),['lotay']
1131338,2009-06-12 17:46:24,jacknealy,Drunk girl from the #lakers v. #magic game. ,[]
1132381,2009-06-12 17:47:24,marklovesco,"@Skerincali oh i know! me too! i felt the refs were blowing call after call affecting the #Lakers, so glad to see them persevere!! 1 mo' :)",['skerincali']
1142575,2009-06-12 17:58:46,nbatimes,In case you missed that drunk chick falling behind #ESPN Mark Jackson during #NBA Finals #Lakers #Magic here it is ,[]
1153789,2009-06-12 18:11:30,waterpup,RT @MrThinkBlue No further punishment for Pietrus.  I say good! no excuses from Magic when we win! #Lakers taking this,['mrthinkblue']
1172625,2009-06-12 18:33:52,lakers_news,LakersNation #Lakers Pietrus Not Suspended: Pietrus not suspended for his hard foul on Pau G.. ,[]
1173051,2009-06-12 18:34:23,purpleandgold,RT @TheLakersNation: #lakers What? Pietrus is not suspended? ,['thelakersnation']
1180685,2009-06-12 18:42:36,asunshine1,"Many are the woes of the wicked, but the LORD's unfailing love surrounds the man who trusts in him.#Game 7,#Lakers,#Apple,#Vegas,#FGIF,#God",[]
1207428,2009-06-12 19:13:46,mylobotomy,<amen aj> RT @aJayBoulder I think the REAL #NBA Finals was the #Nuggets / #Lakers series.,['ajayboulder']
1234208,2009-06-12 19:43:32,andylambros,Great story on #Phil Jackson -  - #Lakers will win on Sunday. Parade time in #Los Angeles! Go Lakers!,[]
1240240,2009-06-12 19:51:55,vanessa_87,Booo RT. @lakeshowonline. #lakers Pietrus avoids susp: ESPN's Stein is reporting that Mickael Pietrus will avoid.. ,['lakeshowonline']
1243195,2009-06-12 19:55:05,thelakersnation,"#lakers Kobe Bryant averaging 30 points 8 assists in NBA Finals: Kobe having a ""bad"" finals? I think not. ",[]
1244017,2009-06-12 19:55:45,thelakersnation,#lakers NBA Finals Game 4: Magic -at- Lakers - 6/11 - HD Highlights ,[]
1255450,2009-06-12 20:12:27,lakeshowonline,#lakers Bryant on brink of closing out fourth championship (Yahoo! Sports): The Magic have made life toug.. ,[]
1259417,2009-06-12 20:16:12,avonbyjoanna,on #TGIF I'm gonna use my #iphone to #Follow Friday the #Lakers in #Game 7 in #Paris using #Windows 7 app.,[]
1264418,2009-06-12 20:21:23,nba_lakers,Can the Los Angeles Lakers Close it Out on Sunday? Probably Not  #lakers #nba,[]
1265727,2009-06-12 20:22:34,rasalsul,"@sportsguy33 RT""game 4 retrodiary"" 12 pt comeback? Greatest ever? You must be a #lakers fan cuz that is a HUGE stretch!",['sportsguy33']
1272770,2009-06-12 20:34:05,bostonrandy,@LAMase The #Lakers are 2 missed FTs and a non-call on a goaltend away from being down 3-1 to the #magic. This isn't over. #nba,['lamase']
1326547,2009-06-12 21:52:51,johnraser,Dwight Howard & Adidas Should Create Puppet Master Ad to Mock Nike MVPs:  #Magic #Lakers #NBA #Cavs,[]
1353846,2009-06-12 22:24:15,lakers_news,InsideSoCal- #Lakers Movie night: Here's what Luke Walton had to say about the Lakers movie .. ,[]
1354333,2009-06-12 22:25:05,lakers_news,LakersNation #Lakers The Basketball Jones tackle NBA Twitter craze: The Basketball Jones bri.. ,[]
1355941,2009-06-12 22:27:13,trendingnow, Lakers vs. Magic Game 4 (#Lakers #Magic #NBA #Kobe #Howard #TrendingNow),[]
1373537,2009-06-12 22:51:28,chriswalterbach,RT #lakers Bill Simmons: Magic got every call for 4 quarters: Bill Simmons writes on the calls that favored .. ,[]
1405475,2009-06-12 23:34:28,nba_lakers,Witness The Evolution Of Pau Gasol  #lakers #nba,[]
1405842,2009-06-12 23:34:55,hgo24,"RT @TLN: #lakers Kobe Bryant averaging 30 points 8 assists in NBA Finals: Kobe having a ""bad"" finals? I think not. ",['tln']
1422659,2009-06-13 00:00:20,klramsey,messenger service guy just came in & took all the good candies from the bowl. But he's wearing #Lakers tee. Can't be mad,[]
1435263,2009-06-13 00:24:31,trymykungfu,LOL RT @HlwdBlvd Jimmy Kimmel's security guard Guillermo interviews #Kobe Bryant. Awesome!!  #lakers #nba,['hlwdblvd']
1436490,2009-06-13 00:26:02,trendingnow, Lakers vs. Magic Game 4 (#Lakers #Magic #NBA #Kobe #Howard #TrendingNow),[]
1451383,2009-06-13 00:41:44,nba_lakers,Lakers' Deep Fish Fries as Title Heats Up  #lakers #nba,[]
1481802,2009-06-13 01:13:23,lakeshowonline,"#lakers Lakers can breathe easy, as long as they play hard: Assistant coach Brian Shaw says there's a sen.. ",[]
1490301,2009-06-13 01:22:21,johnraser,Dwight Howard & Adidas Should Create Puppet Master Ad to Mock Nike MVPs:  #Magic #Lakers #NBA #Cavs,[]
1513846,2009-06-13 01:47:27,nba_lakers,Derek Fisher Reigns Supreme In Game Four  #lakers #nba,[]
1517727,2009-06-13 01:51:32,mariarenee,RT @pointforwardpro: Game 4 behind the scenes!  #jerseychaser. #lakers#nba #magic #finals #dfish,['pointforwardpro']
1528399,2009-06-13 02:03:16,nba2k,RT: @NBA_Lakers: Derek Fisher Reigns Supreme In Game Four  #lakers #nba,['nba_lakers']
1530696,2009-06-13 02:05:47,mtmsports,Orlando Magic 2009 NBA E Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
1543807,2009-06-13 02:18:20,alextovarluna, - For those #lakers fans...enjoy the 3 by Fisher #fb,[]
1551555,2009-06-13 02:26:50,trendingnow, Lakers vs. Magic Game 4 (#Lakers #Magic #NBA #Kobe #Howard #TrendingNow),[]
1553342,2009-06-13 02:29:57,peter_r_casey,RT @pwixted #Lakers Fisher was Mr. Clutch last night - ,['pwixted']
1572730,2009-06-13 02:50:04,nba_lakers,"Lakers-Magic: The NBA Finals, Where Kryptonite Happens  #lakers #nba",[]
1585214,2009-06-13 03:03:27,taliasunset,#LAkers ALL DAY! Old ass jersey tho haha throwback? RT @stevebitanga:  - @taliasunset =) For you @Laker Fans! yay!,"['stevebitanga', 'taliasunset', 'laker']"
1618339,2009-06-13 03:40:33,mtmsports,Lakers 2009 NBA Western Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
1621598,2009-06-13 03:44:10,lakeshowonline,"#lakers In-game media access is here to stay: Most coaches hate it and many questions miss the mark, but .. ",[]
1622866,2009-06-13 03:45:33,mtmsports,Lakers Lamar Odom Photo Mint W/ Two 24KT Gold Coins  #ilist #nba #lakers,[]
1684897,2009-06-13 04:53:00,lostjello,RT @LAMase:  Jeanie Buss sent out this link today. Gotta see it. Hilarious! #Lakers #Magic #NBA,['lamase']
1687900,2009-06-13 04:56:48,adpatel203,RT @LAMase:  Jeanie Buss sent out this link today. Gotta see it. Hilarious! #Lakers #Magic #NBA,['lamase']
1761194,2009-06-13 06:41:50,lakeshowonline,"#lakers The Finals, where delicious happens: I realize the Lamar Odom candy thing has been blown up beyon.. ",[]
1791996,2009-06-13 07:32:20,lezzieindacity,#Lakers i love Kobe and met the entire team. they are nice. check 'em out here ,[]
1815044,2009-06-13 08:04:41,nba_lakers,NBA Finals Game Four: Lakers on Verge of Sending Magic Fishing  #lakers #nba,[]
1818546,2009-06-13 08:10:40,lakers_news,"LA Times - #Lakers Lakers have a history full of miracles: Derek Fisher's shot was great, but .. ",[]
1818604,2009-06-13 08:10:44,lakers_news,LA Times - #Lakers L.A. city officials could rain on Lakers parade: With the city struggling f.. ,[]
1838359,2009-06-13 08:46:15,treydalton,#lakers Harris: The good and bad from the NBA playoffs - The Daily Advance ,[]
1891121,2009-06-13 10:25:55,trendingnow, Lakers vs. Magic Game 4 (#Lakers #Magic #NBA #Kobe #Howard #TrendingNow),[]
1994262,2009-06-13 13:25:13,purpleandgold,The #Lakers car: ,[]
2054248,2009-06-13 14:53:46,sbuslon,"@lakersnation Magic shoot 19fts before the #Lakers shoot 1?! Scott Foster , a Donaghy assc - and Salvatore tried to screw us in game 4.",['lakersnation']
2089154,2009-06-13 15:40:26,mtmsports,Lakers 2009 NBA Western Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2093229,2009-06-13 15:45:29,mtmsports,Lakers Lamar Odom Photo Mint W/ Two 24KT Gold Coins  #ilist #nba #lakers,[]
2114144,2009-06-13 16:14:19,freeloosedirt,"RT @amanisfly: Kobe has played 112 games this year, in the Olympics during the summer, & an entire season last year to the finals.#lakers",['amanisfly']
2114977,2009-06-13 16:15:30,mtmsports,Lakers 2009 W Conference Champion Celebration 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2115040,2009-06-13 16:15:32,mtmsports,Orlando Magic 09 East Champion Celebration 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2122367,2009-06-13 16:25:59,trendingnow, Lakers vs. Magic Game 4 (#Lakers #Magic #NBA #Kobe #Howard #TrendingNow),[]
2216338,2009-06-13 18:27:53,jvital23,RT @NBA_Lakers: Kobe and Shaq Needed Each Other: The Numbers Don't Lie  #lakers #nba,['nba_lakers']
2242767,2009-06-13 19:01:42,nba_lakers,"Your ""Game 5 a'coming/lazy Saturday afternoon"" reading  (LA Times) #lakers #nba",[]
2249153,2009-06-13 19:10:29,lakers_news,LakersNation #Lakers Magic must win 3 in a row… good luck: Magic must win three in a row to .. ,[]
2317370,2009-06-13 20:42:16,lakers_news,Lakers.com - #Lakers Adam Morrison: Manning the Sideline: Lakers forward Adam Morrison hasn&.. ,[]
2317464,2009-06-13 20:42:19,lakers_news,LakersNation #Lakers L.A. city officials could rain on Lakers parade: With the city struggli.. ,[]
2317557,2009-06-13 20:42:22,lakers_news,"LakersNation #Lakers Lamar Odom’s “sweet” Championship Trophy: Lamar Odom has special ""sweet.. ",[]
2317748,2009-06-13 20:42:30,lakers_news,LakersNation #Lakers Kobe confirms he’ll be a Laker next season: Kobe confirms he'll be a La.. ,[]
2320567,2009-06-13 20:45:43,djej1,RT @darrenrovell1: Woops. LA officials say can't afford #Lakers parade  #nba,['darrenrovell1']
2320568,2009-06-13 20:45:43,djej1,RT @darrenrovell1: Woops. LA officials say can't afford #Lakers parade  #nba,['darrenrovell1']
2339533,2009-06-13 21:11:35,lakeshowonline,"#lakers Lakers' Jackson fined $25,000 for ref comments (AP): The NBA has fined Lakers coach Phil Jackson .. ",[]
2348061,2009-06-13 21:22:39,thelakersnation,"#lakers L.A. city officials could rain on Lakers parade: With the city struggling financially, the cost o.. ",[]
2348117,2009-06-13 21:22:41,thelakersnation,"#lakers Lamar Odom’s “sweet” Championship Trophy: Lamar Odom has special ""sweet"" championship trophy. ",[]
2348140,2009-06-13 21:22:42,thelakersnation,#lakers Kobe confirms he’ll be a Laker next season: Kobe confirms he'll be a Laker this upcoming season. ,[]
2354005,2009-06-13 21:31:40,danvalles,"#LA is forcing city employee to take unpaid leave & possible layoffs, but are willing to spend $1M on a #Lakers parade? ",[]
2384878,2009-06-13 22:13:51,lakers_news,"LA Times - #Lakers Lakers Coach Phil Jackson fined by NBA: He's hit with a $25,000 penalty, as.. ",[]
2384993,2009-06-13 22:14:00,lakers_news,"InsideSoCal- #Lakers Jackson, Lakers fined: Phil Jackson and the Lakers were each fined $25,.. ",[]
2385567,2009-06-13 22:14:39,lakers_news,Lakers.com - #Lakers What If?: What if Courtney Lee’s layup as regulation time expired.. ,[]
2385611,2009-06-13 22:14:41,lakers_news,"Lakers.com - #Lakers Phil Jackson, Team Fined $25,000 Each: From the NBA: Los Angeles Lakers.. ",[]
2386743,2009-06-13 22:17:25,tylerrsv,Thats awesome RT #lakers Lamar Odom’s “sweet” Championship Trophy  (via @TheLakersNation),['thelakersnation']
2394711,2009-06-13 22:27:51,rickymar,#Lakers #Magic LOL This guy's comment is great. ,[]
2402403,2009-06-13 22:38:27,darc_miz, I love you Kobe! #kobebryant #lakers,[]
2433975,2009-06-13 23:21:43,nba_lakers,"So close, yet... actually, they're just so close  (LA Times) #lakers #nba",[]
2466056,2009-06-14 00:06:52,lakers_news,LA Times - #Lakers Why let truth get in the way of the story?: If the worldwide leader says it.. ,[]
2469627,2009-06-14 00:10:33,nba_lakers,Will the Real Head Coach of the Los Angeles Lakers Please Stand Up?  #lakers #nba,[]
2493946,2009-06-14 00:40:41,lakeshowonline,"#lakers Expect Lakers to do this some more: Kobe Bryant will be back, which means Phil Jackson should be .. ",[]
2508582,2009-06-14 00:58:01,realhoopsfan,Phil Jackson fined another $25K  (LA Times) #lakers #nba (via @NBA_Lakers),['nba_lakers']
2538182,2009-06-14 01:31:47,lakers_news,"LA Times - #Lakers Expect Lakers to do this some more: Kobe Bryant will be back, which means P.. ",[]
2565592,2009-06-14 02:04:00,michellelucky,Just added myself to the  twitter directory under: #gaming #lakers #card,[]
2568721,2009-06-14 02:07:11,denstyls,"RT @lakers_news: LA Times - #Lakers Lakers Coach Phil Jackson fined by NBA: He's hit with a $25,000 penalty, as.. ",['lakers_news']
2568722,2009-06-14 02:07:11,denstyls,"RT @lakers_news: LA Times - #Lakers Lakers Coach Phil Jackson fined by NBA: He's hit with a $25,000 penalty, as.. ",['lakers_news']
2572013,2009-06-14 02:10:21,lakeshowonline,"#lakers Mark Jackson's view: Lakers make the plays: Magic has been resilient, but Lakers have responded. .. ",[]
2596784,2009-06-14 02:40:30,lakeshowonline,"#lakers Kobe Bryant's Practice Interview: On the way to dinner in Orlando, BK called me with a heads up t.. ",[]
2605809,2009-06-14 02:50:47,realhoopsfan,Kobe Bryant's Practice Interview  (LA Times) #lakers #nba (via @NBA_Lakers),['nba_lakers']
2619166,2009-06-14 03:08:10,lakers_news,LA Times - #Lakers Everybody into the pool to discuss Orlando's considerable accommodations: S.. ,[]
2619222,2009-06-14 03:08:13,lakers_news,LA Times - #Lakers Free throws seem to be kryptonite for Superman: Text messages from press ro.. ,[]
2645578,2009-06-14 03:40:31,mtmsports,Lakers 2009 NBA Western Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2646322,2009-06-14 03:41:36,realhoopsfan,"RT When Kobe Retires, Dwyane Wade Will Be Kobe Bryant 2.0  #lakers #nba (via @NBA_Lakers).....what do you think?",['nba_lakers.....what']
2744230,2009-06-14 06:00:32,landoncase,Just added myself to the  twitter directory under: #sportsfan #hiphopmusic #lakers,[]
